Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
Zm00001d004086	wrky105	WRKY-transcription factor 105	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"81,414,319"	"81,415,921"
Zm00001d004095	bhlh144	bHLH-transcription factor 144	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"82,544,089"	"82,547,190"
Zm00001d004125	acc2	acetyl-CoA carboxylase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"84,495,887"	"84,510,274"
Zm00001d004136	umc1949			Chr2	"85,695,276"	"85,704,125"
Zm00001d004138	umc1635			Chr2	"85,736,310"	"85,737,686"
Zm00001d004230	hb96	Homeobox-transcription factor 96	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"94,054,835"	"94,067,869"
Zm00001d004234	hb57	Homeobox-transcription factor 57	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"94,228,544"	"94,231,577"
Zm00001d004277	zim8	ZIM-transcription factor 8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"99,601,657"	"99,601,953"
Zm00001d004288	AY109644		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"100,314,691"	"100,315,272"
Zm00001d004301	pht3	phosphate transporter protein3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"101,598,637"	"101,600,244"
Zm00001d004305	pht13	phosphate transporter protein13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"102,029,424"	"102,031,072"
Zm00001d004306	pht8	phosphate transporter protein8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"102,108,333"	"102,109,875"
Zm00001d004308	pht12	phosphate transporter protein12	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"102,151,298"	"102,152,936"
Zm00001d004308	pht5	phosphate transporter protein5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"102,151,298"	"102,152,936"
Zm00001d004322	umc1581			Chr2	"103,034,940"	"103,035,607"
Zm00001d004326	cl4283_2a			Chr2	"103,393,808"	"103,396,558"
Zm00001d004344	AY104386			Chr2	"105,273,286"	"105,274,644"
Zm00001d004357	prh10	protein phosphatase homolog10	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"105,975,690"	"105,979,822"
Zm00001d004358	abi28	ABI3-VP1-transcription factor 28	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"106,081,084"	"106,087,544"
Zm00001d004372	etr40	ethylene receptor homolog40	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"106,904,147"	"106,908,784"
Zm00001d004383	lug6	leunig-related6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"107,689,269"	"107,709,950"
Zm00001d004410	phm4880			Chr2	"110,216,975"	"110,222,616"
Zm00001d004438	zpu1	pullulanase-type starch debranching enzyme1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"111,723,172"	"111,775,606"
Zm00001d004467	yuc4	Yucca4		Chr2	"113,711,203"	"113,713,227"
Zm00001d004472	phm13360		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"114,012,780"	"114,016,467"
Zm00001d004477	asrp2	arginine/serine-rich splicing factor2		Chr2	"114,362,210"	"114,365,356"
Zm00001d004491	GRMZM2G359974			Chr2	"114,834,796"	"114,836,127"
Zm00001d004509	tps17	terpene synthase17	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"115,859,005"	"115,861,839"
Zm00001d004512	e2f5	E2F-DP-transcription factor 25	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"115,910,521"	"115,916,044"
Zm00001d004521	mybr114	MYB-related-transcription factor 114	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"116,470,474"	"116,480,753"
Zm00001d004541	c3h10	C3H-transcription factor 310	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"117,112,005"	"117,121,714"
Zm00001d004561	ucp2	uncoupling protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"118,161,397"	"118,171,157"
Zm00001d004611	hagtf13	GNAT-transcription factor 13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"121,662,299"	"121,662,886"
Zm00001d004630	pebp17	phosphatidylethanolamine-binding protein17	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"123,641,554"	"123,643,401"
Zm00001d004651	c3h19	C3H-transcription factor 319	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"126,256,187"	"126,280,335"
Zm00001d004681	mybr73	MYB-related-transcription factor 73	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"130,047,372"	"130,049,161"
Zm00001d004689	hsbp1	herbicide safener binding protein1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"131,242,393"	"131,243,911"
Zm00001d004697	iaa6	Aux/IAA-transcription factor 6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"131,929,878"	"131,937,148"
Zm00001d004707	tha1	thylakoid assembly1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"132,433,054"	"132,465,319"
Zm00001d004728	grp4	glycine rich protein4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"134,139,577"	"134,140,330"
Zm00001d004744	myb64	MYB-transcription factor 64	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"135,504,533"	"135,506,004"
Zm00001d004754	GRMZM2G159503			Chr2	"136,422,827"	"136,423,366"
Zm00001d004779	rpl7	ribosomal protein L7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"138,647,642"	"138,657,256"
Zm00001d004784	AW681281			Chr2	"139,072,783"	"139,074,023"
Zm00001d004785	AW681281			Chr2	"139,099,237"	"139,105,284"
Zm00001d004791	tcptf41	TCP-transcription factor 41	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"139,598,222"	"139,598,940"
Zm00001d004804	invan5	invertase alkaline neutral5		Chr2	"140,341,974"	"140,345,724"
Zm00001d004810	fha6	FHA-transcription factor 6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"140,744,018"	"140,750,309"
Zm00001d004812	cdpk11	calcium dependent protein kinase11	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"140,809,252"	"140,813,969"
Zm00001d004843	aasr2	abscisic acid stress ripening2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"143,855,973"	"143,857,138"
Zm00001d004856	atg13f	autophagy13f		Chr2	"145,083,433"	"145,087,343"
Zm00001d004857	bzip23	bZIP-transcription factor 23	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"145,114,887"	"145,119,368"
Zm00001d004881	ofp10	OVATE-transcription factor 10	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"146,206,362"	"146,207,063"
Zm00001d004882	ofp11	OVATE-transcription factor 11	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"146,379,218"	"146,380,414"
Zm00001d004889	ns1	narrow sheath1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"147,004,057"	"147,005,221"
Zm00001d004894	ssu2	ribulose bisphosphate carboxylase small subunit2		Chr2	"147,269,761"	"147,270,804"
Zm00001d004921	bx14	benzoxazinone synthesis14	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"148,710,174"	"148,711,618"
Zm00001d004925	ddt1	DDT-transcription factor 1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"149,182,642"	"149,191,037"
Zm00001d004933	mmc0401			Chr2	"149,548,555"	"149,551,030"
Zm00001d004956	gldh1	galactono lactone dehydrogenase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"150,578,240"	"150,597,318"
Zm00001d004972	umc2252			Chr2	"151,267,002"	"151,267,565"
Zm00001d004979	pco061840b			Chr2	"151,892,428"	"151,907,067"
Zm00001d004986	umc2110			Chr2	"152,282,189"	"152,291,110"
Zm00001d004997	ccr2	ubiquinol-cytochrome c reductase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"153,083,988"	"153,087,202"
Zm00001d004998	cdpk2	calcium dependent protein kinase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"153,089,892"	"153,092,511"
Zm00001d005001	tom3	transporter of mugineic acid3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"153,144,332"	"153,148,743"
Zm00001d005002	umc1028			Chr2	"153,238,644"	"153,242,689"
Zm00001d005005	gata1	C2C2-GATA-transcription factor 1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"153,300,918"	"153,302,288"
Zm00001d005016	wri1	WRI1 transcription factor1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"153,920,645"	"153,926,320"
Zm00001d005028	nactf126	NAC-transcription factor 126	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"154,629,678"	"154,631,157"
Zm00001d005029	gras37	GRAS-transcription factor 37	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"154,743,078"	"154,746,493"
Zm00001d005055	mybr4	MYB-related-transcription factor 4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"156,345,821"	"156,346,504"
Zm00001d005056	wrky23	WRKY-transcription factor 23	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"156,393,219"	"156,394,669"
Zm00001d005056	wrky9	WRKY-transcription factor 9	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"156,393,219"	"156,394,669"
Zm00001d005057	wrky24	WRKY-transcription factor 24	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"156,441,979"	"156,443,513"
Zm00001d005065	cl26752_1			Chr2	"156,948,668"	"156,951,694"
Zm00001d005072	umc255a		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"157,224,518"	"157,228,483"
Zm00001d005080	mate5	multidrug and toxic compound extrusion5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"157,613,247"	"157,617,354"
Zm00001d005087	glk35	G2-like-transcription factor 35	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"157,736,007"	"157,737,776"
Zm00001d005100	pbf1	prolamin-box binding factor1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"158,142,366"	"158,156,919"
Zm00001d005108	snrk1a2	SNF1-related kinase alpha1-like2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"158,564,427"	"158,572,132"
Zm00001d005135	ptk4	protein kinase homolog4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"160,460,364"	"160,465,842"
Zm00001d005146	csu337		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"161,023,220"	"161,023,567"
Zm00001d005151	ask2	aspartate kinase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"161,363,227"	"161,368,845"
Zm00001d005160	bbr2	BBR/BPC-transcription factor 2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"161,883,752"	"161,884,455"
Zm00001d005168	parp2	poly(ADP-ribose) polymerase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"162,092,060"	"162,124,973"
Zm00001d005185	alf19	Alfin-like-transcription factor 19	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"162,911,443"	"162,914,557"
Zm00001d005189	GRMZM2G455491			Chr2	"163,016,710"	"163,020,248"
Zm00001d005190	GRMZM2G175576			Chr2	"163,038,225"	"163,041,426"
Zm00001d005208	nactf5	NAC-transcription factor 5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"163,612,209"	"163,613,834"
Zm00001d005228	pza02939		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"164,595,462"	"164,597,890"
Zm00001d005230	hfi1	corn-activated Hageman factor inhibitor1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"164,746,346"	"164,746,813"
Zm00001d005239	ipt9	isopentenyl transferase9	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"165,340,406"	"165,341,449"
Zm00001d005240	fha7	FHA-transcription factor 7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"165,391,566"	"165,398,971"
Zm00001d005244	bzip86	bZIP-transcription factor 86	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"165,521,128"	"165,527,158"
Zm00001d005250	cesa9	cellulose synthase9	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"165,690,684"	"165,696,645"
Zm00001d005253	GRMZM2G124103			Chr2	"165,939,745"	"165,942,452"
Zm00001d005256	sfp7	sulfate transporter7		Chr2	"165,995,200"	"165,998,280"
Zm00001d005293	cyc11	cyclin11	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"168,005,838"	"168,007,927"
Zm00001d005295	IDP825			Chr2	"168,137,133"	"168,145,157"
Zm00001d005297	umc1658			Chr2	"168,256,464"	"168,265,313"
Zm00001d005300	myb139	MYB-transcription factor 139	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"168,527,945"	"168,528,802"
Zm00001d005307	myb113	MYB-transcription factor 113	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"168,964,648"	"168,965,706"
Zm00001d005328	GRMZM2G085939			Chr2	"169,705,296"	"169,710,634"
Zm00001d005333	GRMZM2G386138			Chr2	"169,798,951"	"169,799,577"
Zm00001d005335	GRMZM2G047727			Chr2	"169,840,387"	"169,840,530"
Zm00001d005344	hp2	histidine-containing phosphotransfer protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"170,204,369"	"170,207,404"
Zm00001d005346	GRMZM2G085153			Chr2	"170,380,531"	"170,384,466"
Zm00001d005347	dar1	monodehydroascorbate reductase homolog1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"170,386,767"	"170,391,584"
Zm00001d005394	umc2253			Chr2	"172,200,289"	"172,201,842"
Zm00001d005421	pip2b	plasma membrane intrinsic protein2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"173,378,742"	"173,382,478"
Zm00001d005439	yuc9	yucca9		Chr2	"174,188,973"	"174,190,169"
Zm00001d005445	sdg137		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"174,370,956"	"174,373,091"
Zm00001d005454	umc2194			Chr2	"174,826,099"	"174,827,859"
Zm00001d005459	cda2	cytidine deaminase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"174,943,009"	"174,945,711"
Zm00001d005484	pld12	phospholipase D12	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"175,599,089"	"175,605,258"
Zm00001d005485	phb1	prohibitin1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"175,607,776"	"175,613,053"
Zm00001d005504	ras11E2	ras-related protein11E2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"176,567,431"	"176,570,578"
Zm00001d005513	pza00515			Chr2	"176,946,884"	"176,956,922"
Zm00001d005535	akh2	aspartate kinase homoserine dehydrogenase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"177,655,850"	"177,675,449"
Zm00001d005539	pza00495		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"178,058,279"	"178,065,291"
Zm00001d005542	ppt1	plastid phosphate/phosphoenolpyruvate translocator1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"178,096,528"	"178,100,358"
Zm00001d005546	agp1	ADP glucose pyrophosphorylase small subunit embryo 1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"178,195,810"	"178,206,466"
Zm00001d005563	sdg110b		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"178,602,264"	"178,619,387"
Zm00001d005578	bzip40	bZIP-transcription factor 40		Chr2	"179,315,956"	"179,317,710"
Zm00001d005581	umc1755			Chr2	"179,457,322"	"179,457,831"
Zm00001d005584	hb131	Homeobox-transcription factor 131	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"179,525,467"	"179,531,907"
Zm00001d005590	nbcs5	nucleobase:cation symporter5		Chr2	"180,005,803"	"180,013,761"
Zm00001d005609	prh7	protein phosphatase homolog7	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"180,648,852"	"180,649,904"
Zm00001d005622	wrky38	WRKY-transcription factor 38	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"180,965,628"	"180,967,221"
Zm00001d005636	umc1004			Chr2	"181,459,859"	"181,465,569"
Zm00001d005648	hir2	hypersensitive induced response2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"181,901,483"	"181,904,315"
Zm00001d005649	vdac1a	voltage-dependent anion channel protein1a	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"181,908,131"	"181,911,665"
Zm00001d005650	sdg119	set domain gene119		Chr2	"181,987,311"	"181,992,325"
Zm00001d005658	trpp2	trehalose-6-phosphate phosphatase2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"182,513,911"	"182,516,018"
Zm00001d005675	emp2	empty pericarp 2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"183,064,274"	"183,068,668"
Zm00001d005687	trps5	trehalose-6-phosphate synthase5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"183,363,790"	"183,370,827"
Zm00001d005692	hb34	Homeobox-transcription factor 34	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"183,562,202"	"183,564,363"
Zm00001d005694	prin2	plastid redox insensitive2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"183,651,912"	"183,653,332"
Zm00001d005696	mkkk16	MAP kinase kinase kinase16		Chr2	"183,690,135"	"183,698,634"
Zm00001d005726	zim15	ZIM-transcription factor 15	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"184,842,614"	"184,845,272"
Zm00001d005737	wab1	Wavy auricles in blades1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"185,422,359"	"185,423,189"
Zm00001d005740	bhlh138	bHLH-transcription factor 138	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"185,575,930"	"185,578,477"
Zm00001d005749	wrky55	WRKY-transcription factor 55	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"186,040,975"	"186,042,528"
Zm00001d005757	zhd20	ZF-HD-transcription factor 20	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"186,640,920"	"186,642,005"
Zm00001d005760	myb35	MYB-transcription factor 35	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"186,872,023"	"186,873,836"
Zm00001d005763	tcptf37	TCP-transcription factor 37	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"187,123,029"	"187,124,514"
Zm00001d005770	pld8	phospholipase D8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"187,674,233"	"187,678,098"
Zm00001d005784	myb111	MYB-transcription factor 111	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"188,225,506"	"188,227,001"
Zm00001d005789	his2b3	histone 2B3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"188,710,662"	"188,711,219"
Zm00001d005792	ami1	amidase1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"188,842,874"	"188,845,587"
Zm00001d005793	mc1	mucronate1		Chr2	"188,849,023"	"188,849,574"
Zm00001d005794	arid2	ARID-transcription factor 2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"188,896,263"	"188,907,951"
Zm00001d005798	ereb202	AP2-EREBP-transcription factor 202	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"189,023,745"	"189,025,630"
Zm00001d005813	zim13	ZIM-transcription factor 13	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"189,505,960"	"189,508,316"
Zm00001d005822	cyp12	cytochrome P450 12	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"189,708,364"	"189,712,407"
Zm00001d005831	pza01735		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"190,284,721"	"190,291,227"
Zm00001d005841	bhlh20	bHLH-transcription factor 20	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"190,556,326"	"190,557,054"
Zm00001d005843	hsftf2	HSF-transcription factor 2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"190,605,384"	"190,606,902"
Zm00001d005865	gbptf8	GeBP-transcription factor 8	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,165,955"	"191,167,271"
Zm00001d005875	hb59	Homeobox-transcription factor 59	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,461,110"	"191,462,620"
Zm00001d005884	bzip123	bZIP-transcription factor 123	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,754,966"	"191,757,817"
Zm00001d005888	hsftf1	HSF-transcription factor 1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,778,849"	"191,782,862"
Zm00001d005889	abh5	abscisic acid 8'-hydroxylase5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,792,061"	"191,795,245"
Zm00001d005890	amya3	alpha amylase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,852,046"	"191,853,897"
Zm00001d005892	ereb211	AP2-EREBP-transcription factor 211	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"191,897,839"	"191,898,630"
Zm00001d005897	umc1108			Chr2	"192,117,923"	"192,119,901"
Zm00001d005908	AI861369		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"192,405,455"	"192,408,359"
Zm00001d005919	bhlh169	bHLH-transcription factor 169	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"192,761,281"	"192,762,454"
Zm00001d005920	cah4	carbonic anhydrase4	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"192,762,349"	"192,766,625"
Zm00001d005931	zhd16	ZF-HD-transcription factor 16	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"193,254,454"	"193,255,314"
Zm00001d005939	bhlh33	bHLH-transcription factor 33	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"193,440,250"	"193,442,203"
Zm00001d005950	dct1	dicarboxylic acid transporter1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"193,717,043"	"193,722,275"
Zm00001d005951	hb54	Homeobox-transcription factor 54	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"193,728,105"	"193,730,506"
Zm00001d005958	mbd117	methyl binding domain117	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"193,814,484"	"193,820,330"
Zm00001d005959	emp6	empty pericarp6		Chr2	"193,820,450"	"193,821,676"
Zm00001d005962	bzip82	bZIP-transcription factor 82	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"194,020,190"	"194,020,684"
Zm00001d005964	bhlh151	bHLH-transcription factor 151	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"194,057,868"	"194,060,798"
Zm00001d005969	bhlh157	bHLH-transcription factor 157	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"194,253,687"	"194,260,197"
Zm00001d005970	dof2	DNA binding with one finger2	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"194,261,659"	"194,262,393"
Zm00001d005976	bcd926b			Chr2	"194,515,524"	"194,519,448"
Zm00001d005978	xer1	xerico1		Chr2	"194,543,937"	"194,544,415"
Zm00001d005993	ca5p12	CCAAT-HAP5-transcription factor 512	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"194,914,879"	"194,915,718"
Zm00001d005997	mlkp3	Maize LINC KASH AtWIP-like3		Chr2	"194,951,202"	"194,954,366"
Zm00001d006001	wrky71	WRKY-transcription factor 71	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"195,047,188"	"195,051,225"
Zm00001d006008	pza03529		Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"195,179,025"	"195,182,945"
Zm00001d006011	mmp177b			Chr2	"195,231,015"	"195,246,454"
Zm00001d006022	bhlh6	bHLH-transcription factor 6	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"195,425,336"	"195,428,897"
Zm00001d006027	bzip85	bZIP-transcription factor 85	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"195,561,468"	"195,570,994"
Zm00001d006028	sbp23	SBP-transcription factor 23	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"195,579,800"	"195,583,642"
Zm00001d006046	mbd111	methyl binding domain111	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"196,379,947"	"196,403,384"
Zm00001d006053	nactf24	NAC-transcription factor 24	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"196,582,504"	"196,584,317"
Zm00001d006065	bhlh121	bHLH-transcription factor 121	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"197,131,272"	"197,133,841"
Zm00001d006082	pin11	PIN-formed protein11	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"197,602,488"	"197,606,112"
Zm00001d006091	sbp5	SBP-transcription factor 5	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"197,898,982"	"197,903,861"
Zm00001d006094	zmm27	Zea mays MADS27	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"197,965,590"	"197,973,716"
Zm00001d006106	nactf35	NAC-transcription factor 35	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"198,198,555"	"198,200,085"
Zm00001d006107	pdh3	pyruvate dehydrogenase3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"198,318,592"	"198,324,907"
Zm00001d006110	bhlh23	bHLH-transcription factor 23	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"198,518,592"	"198,520,833"
Zm00001d006116	pebp18	phosphatidylethanolamine-binding protein18	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"199,001,851"	"199,007,982"
Zm00001d006127	bzip65	bZIP-transcription factor 65	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"199,265,525"	"199,270,738"
Zm00001d006133	AY110410			Chr2	"199,509,522"	"199,514,949"
Zm00001d006134	mybr116	MYB-related-transcription factor 116	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"199,512,791"	"199,513,658"
Zm00001d006150	bhlh95	bHLH-transcription factor 95	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"199,785,894"	"199,786,769"
Zm00001d006157	bzip46	bZIP-transcription factor 46	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"200,049,082"	"200,051,424"
Zm00001d006165	tcptf19	TCP-transcription factor 19	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"200,270,198"	"200,271,190"
Zm00001d006169	dbf3	DRE-binding protein3	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"200,397,718"	"200,398,512"
Zm00001d006170	ereb65	AP2-EREBP-transcription factor 65	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"200,403,153"	"200,403,895"
Zm00001d006177	gcs1	generative cell specific1	Gene model association inferred from similarity with B73 RefGen_v3 gene models	Chr2	"200,734,879"	"200,745,262"
Zm00001d006184	tac1	tiller angle control1		Chr2	"200,972,420"	"200,977,073"
